id,Composer,Symphony,Date,Year,Orchestra,City,Note
1608,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,14/06/1852,1852,London Philharmonic Society,London,
1609,Ludwig van Beethoven,Symphony No. 2 in D,14/06/1852,1852,London Philharmonic Society,London,
1610,Ferdinand Hiller,"""Im Freien""",28/06/1852,1852,London Philharmonic Society,London,
1611,Felix Mendelssohn,Symphony No. 3 (Scotch),28/06/1852,1852,London Philharmonic Society,London,
1612,Niels Gade,Symphony No. 3 in A minor,14/03/1853,1853,London Philharmonic Society,London,
1613,Ludwig van Beethoven,Symphony No. 3 (Eroica),14/03/1853,1853,London Philharmonic Society,London,
1614,Wolfgang Amadeus Mozart,Symphony in E flat,04/04/1853,1853,London Philharmonic Society,London,
1615,Joseph Haydn,Symphony No. 10 in E flat,18/04/1853,1853,London Philharmonic Society,London,
1616,Ludwig van Beethoven,Symphony No. 2 in D,18/04/1853,1853,London Philharmonic Society,London,
1617,Luigi Cherubini,Symphony in D major,02/05/1853,1853,London Philharmonic Society,London,Composed for the Philharmonic Society
1618,Ludwig van Beethoven,Symphony No. 6 (Pastoral),02/05/1853,1853,London Philharmonic Society,London,
1619,Felix Mendelssohn,Unknown,16/05/1853,1853,London Philharmonic Society,London,Probably the Italian symphony
1620,Ludwig van Beethoven,Symphony No. 8 in F,16/05/1853,1853,London Philharmonic Society,London,
1621,Hector Berlioz,Harold in Italy,30/05/1853,1853,London Philharmonic Society,London,Performed under the composer's direction
1622,Ludwig van Beethoven,Symphony No. 5 in C minor,30/05/1853,1853,London Philharmonic Society,London,
1623,Ludwig van Beethoven,Symphony No. 3 (Eroica),13/06/1853,1853,London Philharmonic Society,London,
1624,Louis Spohr,Symphony No. 6 (Historical),27/06/1853,1853,London Philharmonic Society,London,
1625,Ludwig van Beethoven,Symphony No. 4 in B flat,27/06/1853,1853,London Philharmonic Society,London,
1626,Ludwig van Beethoven,Symphony No. 7 in A,04/07/1853,1853,London Philharmonic Society,London,
1627,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),06/03/1854,1854,London Philharmonic Society,London,
1628,Ludwig van Beethoven,Symphony No. 6 (Pastoral),06/03/1854,1854,London Philharmonic Society,London,
1629,Ludwig van Beethoven,Symphony No. 1 in C,20/03/1854,1854,London Philharmonic Society,London,
1630,Felix Mendelssohn,Symphony No. 3 (Scotch),20/03/1854,1854,London Philharmonic Society,London,
1631,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),03/04/1854,1854,London Philharmonic Society,London,
1632,Ludwig van Beethoven,Symphony No. 8 in F,03/04/1854,1854,London Philharmonic Society,London,
1633,Jacob Rosenhain,Unknown,24/04/1854,1854,London Philharmonic Society,London,
1634,Ludwig van Beethoven,Symphony No. 4 in B flat,24/04/1854,1854,London Philharmonic Society,London,
1635,Joseph Haydn,Symphony No. 91 (The letter T),08/05/1854,1854,London Philharmonic Society,London,
1636,Ludwig van Beethoven,Symphony No. 7 in A,08/05/1854,1854,London Philharmonic Society,London,
1637,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,22/05/1854,1854,London Philharmonic Society,London,
1638,Ludwig van Beethoven,Symphony No. 3 (Eroica),22/05/1854,1854,London Philharmonic Society,London,
1639,Robert Schumann,Symphony No. 1 in B flat,05/06/1854,1854,London Philharmonic Society,London,
1640,Ludwig van Beethoven,Symphony No. 2 in D,05/06/1854,1854,London Philharmonic Society,London,
1641,Felix Mendelssohn,Unknown,19/06/1854,1854,London Philharmonic Society,London,Probably the Italian symphony
1642,Ludwig van Beethoven,Symphony No. 5 in C minor,19/06/1854,1854,London Philharmonic Society,London,
1643,Joseph Haydn,Symphony No. 7,12/03/1855,1855,London Philharmonic Society,London,
1644,Ludwig van Beethoven,Symphony No. 3 (Eroica),12/03/1855,1855,London Philharmonic Society,London,
1645,Ludwig van Beethoven,Symphony No. 9 (Choral),26/03/1855,1855,London Philharmonic Society,London,
1646,Felix Mendelssohn,Unknown,16/04/1855,1855,London Philharmonic Society,London,Probably the Italian symphony
1647,Ludwig van Beethoven,Symphony No. 5 in C minor,16/04/1855,1855,London Philharmonic Society,London,
1648,Charles Lucas,Symphony No. 3 in B flat,20/04/1855,1855,London Philharmonic Society,London,
1649,Ludwig van Beethoven,Symphony No. 7 in A,20/04/1855,1855,London Philharmonic Society,London,
1650,Wolfgang Amadeus Mozart,Symphony in E flat,14/05/1855,1855,London Philharmonic Society,London,
1651,Ludwig van Beethoven,Symphony No. 6 (Pastoral),14/05/1855,1855,London Philharmonic Society,London,
1652,Cipriani Potter,Symphony in G minor,28/05/1855,1855,London Philharmonic Society,London,Composed for the Philharmonic Society
1653,Felix Mendelssohn,Symphony No. 3 (Scotch),28/05/1855,1855,London Philharmonic Society,London,
1654,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),11/06/1855,1855,London Philharmonic Society,London,
1655,Ludwig van Beethoven,Symphony No. 8 in F,11/06/1855,1855,London Philharmonic Society,London,
1656,Louis Spohr,Symphony No. 3 in C minor,25/06/1855,1855,London Philharmonic Society,London,
1657,Ludwig van Beethoven,Symphony No. 4 in B flat,25/06/1855,1855,London Philharmonic Society,London,
1658,Felix Mendelssohn,Symphony No. 1 in C minor,14/04/1856,1856,London Philharmonic Society,London,Dedicated to the Philharmonic Society.
1659,Ludwig van Beethoven,Symphony No. 7 in A,14/04/1856,1856,London Philharmonic Society,London,
1660,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,28/04/1856,1856,London Philharmonic Society,London,
1661,Ludwig van Beethoven,Symphony No. 6 (Pastoral),28/04/1856,1856,London Philharmonic Society,London,
1662,Joseph Haydn,Symphony No. 10 in E flat,12/05/1856,1856,London Philharmonic Society,London,
1663,Ludwig van Beethoven,Symphony No. 5 in C minor,12/05/1856,1856,London Philharmonic Society,London,
1664,Louis Spohr,Symphony No. 2 in D minor,26/05/1856,1856,London Philharmonic Society,London,Composed for the Philharmonic Society
1665,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),26/05/1856,1856,London Philharmonic Society,London,
1666,Felix Mendelssohn,Symphony No. 4 in A major (Italian),09/06/1856,1856,London Philharmonic Society,London,
1667,Ludwig van Beethoven,Symphony No. 4 in B flat,09/06/1856,1856,London Philharmonic Society,London,
1668,Joseph Haydn,Symphony No. 8 in E flat,20/04/1857,1857,London Philharmonic Society,London,
1669,Ludwig van Beethoven,Symphony No. 2 in D,20/04/1857,1857,London Philharmonic Society,London,
1670,Wolfgang Amadeus Mozart,Symphony No. 2 in D,04/05/1857,1857,London Philharmonic Society,London,
1671,Ludwig van Beethoven,Symphony No. 5 in C minor,04/05/1857,1857,London Philharmonic Society,London,
1672,Felix Mendelssohn,Symphony No. 3 (Scotch),18/05/1857,1857,London Philharmonic Society,London,
1673,Ludwig van Beethoven,Symphony No. 8 in F,18/05/1857,1857,London Philharmonic Society,London,
1674,Ludwig van Beethoven,Symphony No. 6 (Pastoral),01/06/1857,1857,London Philharmonic Society,London,
1675,Wolfgang Amadeus Mozart,Symphony in B flat,01/06/1857,1857,London Philharmonic Society,London,
1676,Joseph Haydn,Symphony No. 7 in D,15/06/1857,1857,London Philharmonic Society,London,
1677,Ludwig van Beethoven,Symphony No. 7 in A,15/06/1857,1857,London Philharmonic Society,London,
1678,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),29/06/1857,1857,London Philharmonic Society,London,
1679,Louis Spohr,Symphony in E flat,29/06/1857,1857,London Philharmonic Society,London,
1680,Wolfgang Amadeus Mozart,Symphony No. 4 in D,12/04/1858,1858,London Philharmonic Society,London,
1681,Ludwig van Beethoven,Symphony No. 7 in A,12/04/1858,1858,London Philharmonic Society,London,
1682,Felix Mendelssohn,Unknown,26/04/1858,1858,London Philharmonic Society,London,Probably the Italian symphony
1683,Ludwig van Beethoven,Symphony No. 6 (Pastoral),26/04/1858,1858,London Philharmonic Society,London,
1684,Ludwig van Beethoven,Symphony No. 3 (Eroica),10/05/1858,1858,London Philharmonic Society,London,
1685,Joseph Haydn,Symphony No. 11,10/05/1858,1858,London Philharmonic Society,London,
1686,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,24/05/1858,1858,London Philharmonic Society,London,
1687,Ludwig van Beethoven,Symphony No. 8 in F,02/05/1858,1858,London Philharmonic Society,London,
1688,Wolfgang Amadeus Mozart,Symphony in C,07/06/1858,1858,London Philharmonic Society,London,
1689,Ludwig van Beethoven,Symphony No. 5 in C minor,07/06/1858,1858,London Philharmonic Society,London,
1690,Ludwig van Beethoven,Symphony No. 4 in B flat,21/06/1858,1858,London Philharmonic Society,London,
1691,Joseph Haydn,Symphony No. 8 in E flat,02/05/1859,1859,London Philharmonic Society,London,
1692,Ludwig van Beethoven,Symphony No. 2 in D,02/05/1859,1859,London Philharmonic Society,London,
1693,Felix Mendelssohn,Symphony No. 4 in A major (Italian),16/05/1859,1859,London Philharmonic Society,London,
1694,Ludwig van Beethoven,Symphony No. 5 in C minor,16/05/1859,1859,London Philharmonic Society,London,
1695,Louis Spohr,Symphony No. 2 in D minor,30/05/1859,1859,London Philharmonic Society,London,Composed for the Philharmonic Society
1696,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,13/06/1859,1859,London Philharmonic Society,London,
1697,Ludwig van Beethoven,Symphony No. 6 (Pastoral),13/06/1859,1859,London Philharmonic Society,London,
1698,Joseph Haydn,Symphony No. 5 in C minor,27/06/1859,1859,London Philharmonic Society,London,
1699,Ludwig van Beethoven,Symphony No. 4 in B flat,27/06/1859,1859,London Philharmonic Society,London,
1700,Wolfgang Amadeus Mozart,Symphony in E flat,11/07/1859,1859,London Philharmonic Society,London,
1701,Ludwig van Beethoven,Symphony No. 7 in A,11/07/1859,1859,London Philharmonic Society,London,
1702,Louis Spohr,"Symphony No. 9 ""The Seasons""",23/04/1860,1860,London Philharmonic Society,London,
1703,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),23/04/1860,1860,London Philharmonic Society,London,
1704,Joseph Haydn,Symphony No. 7,07/05/1860,1860,London Philharmonic Society,London,
1705,Ludwig van Beethoven,Symphony No. 6 (Pastoral),07/05/1860,1860,London Philharmonic Society,London,
1706,Ludwig van Beethoven,Symphony No. 8 in F,21/05/1860,1860,London Philharmonic Society,London,
1707,Felix Mendelssohn,Symphony No. 4 in A major (Italian),04/06/1860,1860,London Philharmonic Society,London,
1708,Ludwig van Beethoven,Symphony No. 3 (Eroica),04/06/1860,1860,London Philharmonic Society,London,
1709,Wolfgang Amadeus Mozart,Symphony No. 5 in E flat,18/06/1860,1860,London Philharmonic Society,London,
1710,Ludwig van Beethoven,Symphony No. 7 in A,18/06/1860,1860,London Philharmonic Society,London,
1711,Wolfgang Amadeus Mozart,Symphony in D,02/07/1860,1860,London Philharmonic Society,London,
1712,Ludwig van Beethoven,Symphony No. 5 in C minor,02/07/1860,1860,London Philharmonic Society,London,
1713,Wolfgang Amadeus Mozart,Symphony in C,04/03/1861,1861,London Philharmonic Society,London,
1714,Ludwig van Beethoven,Symphony No. 7 in A,04/03/1861,1861,London Philharmonic Society,London,
1715,Ludwig van Beethoven,Symphony No. 2 in D,18/03/1861,1861,London Philharmonic Society,London,
1716,Felix Mendelssohn,Symphony No. 3 (Scotch),18/03/1861,1861,London Philharmonic Society,London,
1717,Joseph Haydn,Symphony No. 9 in B flat,13/04/1861,1861,London Philharmonic Society,London,
1718,Ludwig van Beethoven,Symphony No. 6 (Pastoral),13/04/1861,1861,London Philharmonic Society,London,
1719,Felix Mendelssohn,Symphony No. 1 in C minor,29/04/1861,1861,London Philharmonic Society,London,
1720,Ludwig van Beethoven,Symphony No. 8 in F,29/04/1861,1861,London Philharmonic Society,London,
1721,Ludwig van Beethoven,Symphony No. 1 in C,13/05/1861,1861,London Philharmonic Society,London,
1722,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,13/05/1861,1861,London Philharmonic Society,London,
1723,Joseph Haydn,Symphony No. 88 (the letter V),27/05/1861,1861,London Philharmonic Society,London,
1724,Ludwig van Beethoven,Symphony No. 4 in B flat,27/05/1861,1861,London Philharmonic Society,London,
1725,Ludwig van Beethoven,Symphony No. 3 (Eroica),10/06/1861,1861,London Philharmonic Society,London,
1726,Felix Mendelssohn,Unknown,10/06/1861,1861,London Philharmonic Society,London,Probably the Italian symphony
1727,Joseph Haydn,Symphony No. 85 (La Reine),24/06/1861,1861,London Philharmonic Society,London,
1728,Ludwig van Beethoven,Symphony No. 5 in C minor,24/06/1861,1861,London Philharmonic Society,London,
1729,Ludwig van Beethoven,Symphony No. 5 in C minor,10/03/1862,1862,London Philharmonic Society,London,
1730,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),24/03/1862,1862,London Philharmonic Society,London,
1731,Ludwig van Beethoven,Symphony No. 8 in F,24/03/1862,1862,London Philharmonic Society,London,
1732,Joseph Haydn,Symphony No. 91 (The letter T),07/04/1862,1862,London Philharmonic Society,London,
1733,Ludwig van Beethoven,Symphony No. 7 in A,07/04/1862,1862,London Philharmonic Society,London,
1734,Niels Gade,Unknown,05/05/1862,1862,London Philharmonic Society,London,
1735,Ludwig van Beethoven,Symphony No. 1 in C,05/05/1862,1862,London Philharmonic Society,London,
1736,Wolfgang Amadeus Mozart,Symphony in E flat,11/05/1862,1862,London Philharmonic Society,London,
1737,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/05/1862,1862,London Philharmonic Society,London,
1738,Joseph Haydn,Symphony No. 6 in E flat,02/06/1862,1862,London Philharmonic Society,London,
1739,Ludwig van Beethoven,Symphony No. 5 in C minor,02/06/1862,1862,London Philharmonic Society,London,
1740,Felix Mendelssohn,Symphony No. 4 in A major (Italian),16/06/1862,1862,London Philharmonic Society,London,
1741,Ludwig van Beethoven,Symphony No. 2 in D,16/06/1862,1862,London Philharmonic Society,London,
1742,Felix Mendelssohn,Symphony No. 3 (Scotch),30/06/1862,1862,London Philharmonic Society,London,
1743,Ludwig van Beethoven,Symphony No. 4 in B flat,30/06/1862,1862,London Philharmonic Society,London,
1744,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),14/07/1862,1862,London Philharmonic Society,London,
1745,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,09/03/1863,1863,London Philharmonic Society,London,
1746,Ludwig van Beethoven,Symphony No. 7 in A,09/03/1863,1863,London Philharmonic Society,London,
1747,Joseph Haydn,Symphony No. 10 in E flat,23/03/1863,1863,London Philharmonic Society,London,
1748,Ludwig van Beethoven,Symphony No. 5 in C minor,23/03/1863,1863,London Philharmonic Society,London,
1749,Wolfgang Amadeus Mozart,Symphony in E flat,20/05/1863,1863,London Philharmonic Society,London,
1750,Felix Mendelssohn,Symphony No. 4 in A major (Italian),20/05/1863,1863,London Philharmonic Society,London,
1751,Ludwig van Beethoven,Symphony No. 6 (Pastoral),04/05/1863,1863,London Philharmonic Society,London,
1752,Joseph Haydn,Symphony No. 11,18/05/1863,1863,London Philharmonic Society,London,
1753,Ludwig van Beethoven,Symphony No. 4 in B flat,18/05/1863,1863,London Philharmonic Society,London,
1754,Louis Spohr,Symphony No. 2 in D minor,01/06/1863,1863,London Philharmonic Society,London,Composed for the Philharmonic Society
1755,Ludwig van Beethoven,Symphony No. 8 in F,01/06/1863,1863,London Philharmonic Society,London,
1756,Ludwig van Beethoven,Symphony No. 1 in C,15/06/1863,1863,London Philharmonic Society,London,
1757,Felix Mendelssohn,Symphony No. 3 (Scotch),15/06/1863,1863,London Philharmonic Society,London,
1758,Wolfgang Amadeus Mozart,Symphony No. 1 in C,29/06/1863,1863,London Philharmonic Society,London,
1759,Ludwig van Beethoven,Symphony No. 3 (Eroica),29/06/1863,1863,London Philharmonic Society,London,
1760,Luigi Cherubini,Symphony in D major,29/02/1864,1864,London Philharmonic Society,London,Composed for the Philharmonic Society
1761,Ludwig van Beethoven,Symphony No. 2 in D,29/02/1864,1864,London Philharmonic Society,London,
1762,Wolfgang Amadeus Mozart,Symphony No. 4 in D,14/03/1864,1864,London Philharmonic Society,London,
1763,Ludwig van Beethoven,Symphony No. 8 in F,14/03/1864,1864,London Philharmonic Society,London,
1764,Ludwig van Beethoven,Symphony No. 6 (Pastoral),18/04/1864,1864,London Philharmonic Society,London,
1765,Étienne Méhul,Symphony in G minor,02/05/1864,1864,London Philharmonic Society,London,
1766,Ludwig van Beethoven,Symphony No. 5 in C minor,02/05/1864,1864,London Philharmonic Society,London,
1767,Joseph Haydn,Symphony No. 88 (the letter V),16/05/1864,1864,London Philharmonic Society,London,
1768,Felix Mendelssohn,Symphony No. 4 in A major (Italian),16/05/1864,1864,London Philharmonic Society,London,
1769,Robert Schumann,Symphony No. 2 in C,30/05/1864,1864,London Philharmonic Society,London,
1770,Ludwig van Beethoven,Symphony No. 7 in A,30/05/1864,1864,London Philharmonic Society,London,
1771,Ludwig van Beethoven,Symphony No. 3 (Eroica),13/06/1864,1864,London Philharmonic Society,London,
1772,Ludwig van Beethoven,Symphony No. 1 in C,27/06/1864,1864,London Philharmonic Society,London,
1773,William Sterndale Bennett,Unknown,27/06/1864,1864,London Philharmonic Society,London,
1774,Joseph Haydn,Symphony No. 91 (The letter T),20/03/1865,1865,London Philharmonic Society,London,
1775,Ludwig van Beethoven,Symphony No. 4 in B flat,20/03/1865,1865,London Philharmonic Society,London,
1776,Wolfgang Amadeus Mozart,Symphony in E flat,03/04/1865,1865,London Philharmonic Society,London,
1777,Ludwig van Beethoven,Symphony No. 5 in C minor,03/04/1865,1865,London Philharmonic Society,London,
1778,Ludwig van Beethoven,Symphony No. 6 (Pastoral),01/05/1865,1865,London Philharmonic Society,London,
1779,William Sterndale Bennett,Unknown,01/05/1865,1865,London Philharmonic Society,London,
1780,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),15/05/1865,1865,London Philharmonic Society,London,
1781,Felix Mendelssohn,Symphony No. 4 in A major (Italian),15/05/1865,1865,London Philharmonic Society,London,
1782,Louis Spohr,Symphony No. 2 in D minor,29/05/1865,1865,London Philharmonic Society,London,
1783,Ludwig van Beethoven,Symphony No. 8 in F,29/05/1865,1865,London Philharmonic Society,London,
1784,Wolfgang Amadeus Mozart,Symphony No. 2 in D,12/06/1865,1865,London Philharmonic Society,London,
1785,Ludwig van Beethoven,Symphony No. 7 in A,26/06/1865,1865,London Philharmonic Society,London,
1786,Felix Mendelssohn,Symphony No. 1 in C minor,10/07/1865,1865,London Philharmonic Society,London,
1787,Ludwig van Beethoven,Symphony No. 3 (Eroica),10/07/1865,1865,London Philharmonic Society,London,
1788,Joseph Haydn,Symphony No. 92 (the letter Q),19/03/1866,1866,London Philharmonic Society,London,
1789,Felix Mendelssohn,Symphony No. 4 in A major (Italian),19/03/1866,1866,London Philharmonic Society,London,
1790,Ludwig van Beethoven,Symphony No. 5 in C minor,16/04/1866,1866,London Philharmonic Society,London,
1791,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,30/04/1866,1866,London Philharmonic Society,London,
1792,Ludwig van Beethoven,Symphony No. 6 (Pastoral),30/04/1866,1866,London Philharmonic Society,London,
1793,Joseph Haydn,Symphony No. 90 (the letter R),14/05/1866,1866,London Philharmonic Society,London,
1794,Ludwig van Beethoven,Symphony No. 8 in F,14/05/1866,1866,London Philharmonic Society,London,
1795,Charles Gounod,Symphony No. 2 in E flat,28/05/1866,1866,London Philharmonic Society,London,
1796,Ludwig van Beethoven,Symphony No. 7 in A,28/05/1866,1866,London Philharmonic Society,London,
1797,Joseph Haydn,Symphony No. 88 (the letter V),11/06/1866,1866,London Philharmonic Society,London,
1798,Wolfgang Amadeus Mozart,Symphony No. 1 in C major,25/06/1866,1866,London Philharmonic Society,London,
1799,Ludwig van Beethoven,Symphony No. 3 (Eroica),25/06/1866,1866,London Philharmonic Society,London,
1800,Felix Mendelssohn,Symphony No. 1 in C minor,11/03/1867,1867,London Philharmonic Society,London,
1801,Ludwig van Beethoven,Symphony No. 7 in A,11/03/1867,1867,London Philharmonic Society,London,
1802,Ludwig van Beethoven,Symphony No. 4 in B flat,25/03/1867,1867,London Philharmonic Society,London,
1803,Robert Schumann,Symphony No. 4 in D minor,08/04/1867,1867,London Philharmonic Society,London,First time at these concerts
1804,Felix Mendelssohn,Symphony No. 4 in A major (Italian),08/04/1867,1867,London Philharmonic Society,London,
1805,Joseph Haydn,Symphony No. 9 in B flat,06/05/1867,1867,London Philharmonic Society,London,
1806,Ludwig van Beethoven,Symphony No. 9 (Choral),06/05/1867,1867,London Philharmonic Society,London,
1807,Franz Schubert,Symphony No. 8 in B minor (Unfinished),20/05/1867,1867,London Philharmonic Society,London,
1808,Ludwig van Beethoven,Symphony No. 6 (Pastoral),20/05/1867,1867,London Philharmonic Society,London,
1809,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),03/06/1867,1867,London Philharmonic Society,London,
1810,Ludwig van Beethoven,Symphony No. 8 in F,03/06/1867,1867,London Philharmonic Society,London,
1811,Louis Spohr,Symphony No. 1 in E flat,17/06/1867,1867,London Philharmonic Society,London,
1812,Ludwig van Beethoven,Symphony No. 5 in C minor,01/07/1867,1867,London Philharmonic Society,London,
1813,William Sterndale Bennett,Symphony in G minor,01/07/1867,1867,London Philharmonic Society,London,Composed for the Philharmonic Society
1814,Franz Schubert,Symphony No. 8 in B minor (Unfinished),16/03/1868,1868,London Philharmonic Society,London,
1815,Joseph Haydn,Symphony No. 91 (The letter T),30/03/1868,1868,London Philharmonic Society,London,
1816,Wolfgang Amadeus Mozart,Symphony in E flat,27/04/1868,1868,London Philharmonic Society,London,
1817,Felix Mendelssohn,Symphony No. 5 (Reformation),27/04/1868,1868,London Philharmonic Society,London,
1818,Louis Spohr,Symphony No. 2 in D minor,11/05/1868,1868,London Philharmonic Society,London,
1819,Ludwig van Beethoven,Symphony No. 3 (Eroica),11/05/1868,1868,London Philharmonic Society,London,
1820,Ludwig van Beethoven,Symphony No. 2 in D,25/05/1868,1868,London Philharmonic Society,London,
1821,Felix Mendelssohn,Symphony No. 3 (Scotch),25/05/1868,1868,London Philharmonic Society,London,
1822,Wolfgang Amadeus Mozart,Symphony No. 4 in D,08/06/1868,1868,London Philharmonic Society,London,
1823,Ludwig van Beethoven,Symphony No. 5 in C minor,08/06/1868,1868,London Philharmonic Society,London,
1824,Ludwig van Beethoven,Symphony No. 6 (Pastoral),22/06/1868,1868,London Philharmonic Society,London,
1825,Joseph Haydn,Symphony No. 82 (L'Ours),06/07/1868,1868,London Philharmonic Society,London,
1826,Ludwig van Beethoven,Symphony No. 8 in F,06/07/1868,1868,London Philharmonic Society,London,
1827,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),17/07/1868,1868,London Philharmonic Society,London,
1828,Felix Mendelssohn,Symphony No. 4 in A major (Italian),17/07/1868,1868,London Philharmonic Society,London,
1829,Joseph Wölfl,Symphony in G minor,10/03/1869,1869,London Philharmonic Society,London,
1830,Felix Mendelssohn,Symphony No. 3 (Scotch),10/03/1869,1869,London Philharmonic Society,London,
1831,Robert Schumann,Symphony No. 2 in C,05/04/1869,1869,London Philharmonic Society,London,
1832,Ludwig van Beethoven,Symphony No. 8 in F,05/04/1869,1869,London Philharmonic Society,London,
1833,Franz Schubert,Symphony No. 8 in B minor (Unfinished),19/04/1869,1869,London Philharmonic Society,London,
1834,Ludwig van Beethoven,Symphony No. 5 in C minor,19/04/1869,1869,London Philharmonic Society,London,
1835,Cipriani Potter,Symphony No. 4 in D,03/05/1869,1869,London Philharmonic Society,London,
1836,Ludwig van Beethoven,Symphony No. 6 (Pastoral),03/05/1869,1869,London Philharmonic Society,London,
1837,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,17/05/1869,1869,London Philharmonic Society,London,
1838,Ludwig van Beethoven,Symphony No. 7 in A,17/05/1869,1869,London Philharmonic Society,London,
1839,Joseph Haydn,Symphony No. 85 (La Reine),31/05/1869,1869,London Philharmonic Society,London,
1840,Ludwig van Beethoven,Symphony No. 4 in B flat,31/05/1869,1869,London Philharmonic Society,London,
1841,William Sterndale Bennett,Symphony in G minor,14/06/1869,1869,London Philharmonic Society,London,Composed for the Philharmonic Society
1842,Ludwig van Beethoven,Symphony No. 3 (Eroica),14/06/1869,1869,London Philharmonic Society,London,
1843,Felix Mendelssohn,Symphony No. 4 in A major (Italian),28/06/1869,1869,London Philharmonic Society,London,
1844,Luigi Cherubini,Symphony in D major,16/03/1870,1870,London Philharmonic Society,London,Composed for the Philharmonic Society
1845,Ludwig van Beethoven,Symphony No. 5 in C minor,16/03/1870,1870,London Philharmonic Society,London,
1846,Wolfgang Amadeus Mozart,Symphony in D,30/03/1870,1870,London Philharmonic Society,London,
1847,Ludwig van Beethoven,Symphony No. 8 in F,30/03/1870,1870,London Philharmonic Society,London,
1848,Robert Schumann,Symphony No. 1 in B flat,25/04/1870,1870,London Philharmonic Society,London,
1849,Ludwig van Beethoven,Symphony No. 7 in A,25/04/1870,1870,London Philharmonic Society,London,
1850,Joseph Haydn,Symphony in D,09/05/1870,1870,London Philharmonic Society,London,
1851,Ludwig van Beethoven,Symphony No. 6 (Pastoral),09/05/1870,1870,London Philharmonic Society,London,
1852,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),23/05/1870,1870,London Philharmonic Society,London,
1853,Ludwig van Beethoven,Symphony No. 2 in D,23/05/1870,1870,London Philharmonic Society,London,
1854,Ludwig van Beethoven,Symphony No. 3 (Eroica),06/06/1870,1870,London Philharmonic Society,London,
1855,Felix Mendelssohn,Symphony No. 1 in C minor,20/06/1870,1870,London Philharmonic Society,London,
1856,Ludwig van Beethoven,Symphony No. 4 in B flat,20/06/1870,1870,London Philharmonic Society,London,
1857,Charles Gounod,Symphony in D,08/03/1871,1871,London Philharmonic Society,London,
1858,Ludwig van Beethoven,Symphony No. 5 in C minor,08/03/1871,1871,London Philharmonic Society,London,
1859,Felix Mendelssohn,Symphony No. 5 (Reformation),22/03/1871,1871,London Philharmonic Society,London,
1860,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),22/03/1871,1871,London Philharmonic Society,London,
1861,Joseph Haydn,Symphony No. 7 in D,24/04/1871,1871,London Philharmonic Society,London,
1862,Louis Spohr,Symphony No. 2 in D minor,24/04/1871,1871,London Philharmonic Society,London,Composed for the Philharmonic Society
1863,Ludwig van Beethoven,Symphony No. 8 in F,08/05/1871,1871,London Philharmonic Society,London,
1864,Franz Schubert,Symphony No. 9 in C (The Great),22/05/1871,1871,London Philharmonic Society,London,
1865,Felix Mendelssohn,Symphony No. 4 in A major (Italian),22/05/1871,1871,London Philharmonic Society,London,
1866,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,05/06/1871,1871,London Philharmonic Society,London,
1867,Ludwig van Beethoven,Symphony No. 6 (Pastoral),05/06/1871,1871,London Philharmonic Society,London,
1868,Joseph Haydn,Symphony No. 90 (the letter R),19/06/1871,1871,London Philharmonic Society,London,
1869,Ludwig van Beethoven,Symphony No. 4 in B flat,19/06/1871,1871,London Philharmonic Society,London,
1870,Wolfgang Amadeus Mozart,Symphony in E flat,03/07/1871,1871,London Philharmonic Society,London,
1871,Ludwig van Beethoven,Symphony No. 7 in A,03/0/1871,1871,London Philharmonic Society,London,
1872,Cipriani Potter,Symphony No. 2 in D,20/03/1871,1871,London Philharmonic Society,London,
1873,Felix Mendelssohn,Symphony No. 3 (Scotch),20/03/1871,1871,London Philharmonic Society,London,
1874,Ludwig van Beethoven,Symphony No. 2 (D),15/04/1872,1872,London Philharmonic Society,London,
1875,William Sterndale Bennett,Symphony in G minor,29/04/1872,1872,London Philharmonic Society,London,
1876,Ludwig van Beethoven,Symphony No. 3 Eroica,29/04/1872,1872,London Philharmonic Society,London,
1877,Franz Schubert,Symphony No. 8 in B minor (Unfinished),13/05/1872,1872,London Philharmonic Society,London,
