id,Composer,Symphony,Date,Year,Orchestra,City,Note
1294,Ferdinand Ries,Symphony No. 6,06/06/1831,1831,London Philharmonic Society,London,
1295,Wolfgang Amadeus Mozart,Symphony No. 1,27/02/1832,1832,London Philharmonic Society,London,
1296,Ludwig van Beethoven,Symphony No. 4,27/02/1832,1832,London Philharmonic Society,London,
1297,Ludwig van Beethoven,Symphony No. 5 in C minor,12/03/1832,1832,London Philharmonic Society,London,
1298,Joseph Haydn,Symphony No. 92 (the letter Q),12/03/1832,1832,London Philharmonic Society,London,
1299,Louis Spohr,Symphony No. 2 ,26/03/1832,1832,London Philharmonic Society,London,
1300,Ludwig van Beethoven,Symphony No. 1 in C,26/03/1832,1832,London Philharmonic Society,London,
1301,Ignaz Moscheles,Symphony No. 1,09/04/1832,1832,London Philharmonic Society,London,
1302,Joseph Haydn,Symphony No. 90 (the letter R),09/04/1832,1832,London Philharmonic Society,London,
1303,Ludwig van Beethoven,Symphony No. 6 (Pastoral),30/04/1832,1832,London Philharmonic Society,London,
1304,Joseph Haydn,Symphony No. 7,30/04/1832,1832,London Philharmonic Society,London,
1305,Ludwig van Beethoven,Symphony No. 7 in A,11/05/1832,1832,London Philharmonic Society,London,
1306,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,11/05/1832,1832,London Philharmonic Society,London,
1307,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),28/05/1832,1832,London Philharmonic Society,London,
1308,Joseph Haydn,Symphony No. 88 (the letter V),28/05/1832,1832,London Philharmonic Society,London,
1309,George Onslow,Unknown,18/06/1832,1832,London Philharmonic Society,London,Dedicated to the Philharmonic Society (first time of performance in this country)
1310,Ludwig van Beethoven,Symphony No. 8 in F,18/06/1832,1832,London Philharmonic Society,London,
1311,Wolfgang Amadeus Mozart,Symphony in E flat,25/02/1833,1833,London Philharmonic Society,London,
1312,Joseph Haydn,Symphony No. 11,25/02/1833,1833,London Philharmonic Society,London,
1313,Louis Spohr,Symphony No. 1,11/03/1833,1833,London Philharmonic Society,London,
1314,Ludwig van Beethoven,Symphony No. 7 in A,11/03/1833,1833,London Philharmonic Society,London,
1315,Wolfgang Amadeus Mozart,Symphony in D,25/03/1833,1833,London Philharmonic Society,London,
1316,Ludwig van Beethoven,Symphony No. 6 (Pastoral),25/03/1833,1833,London Philharmonic Society,London,
1317,Ludwig van Beethoven,Symphony No. 5 in C minor,15/04/1833,1833,London Philharmonic Society,London,
1318,Joseph Haydn,Symphony No. 2,15/04/1833,1833,London Philharmonic Society,London,
1319,Louis Spohr,Symphony No. 3,29/04/1833,1833,London Philharmonic Society,London,
1320,Ludwig van Beethoven,Symphony No. 2 in D,29/04/1833,1833,London Philharmonic Society,London,
1321,Joseph Haydn,Symphony No. 3,13/05/1833,1833,London Philharmonic Society,London,
1322,Felix Mendelssohn,Symphony No. 4 in A major (Italian),13/05/1833,1833,London Philharmonic Society,London,Composed for this Society. First time of performance.
1323,Ludwig van Beethoven,Symphony No. 1 in C,27/05/1833,1833,London Philharmonic Society,London,
1324,Cipriani Potter,Symphony in A minor,27/05/1833,1833,London Philharmonic Society,London,
1325,Ludwig van Beethoven,Symphony No. 4 in B flat,10/06/1833,1833,London Philharmonic Society,London,
1326,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,10/06/1833,1833,London Philharmonic Society,London,
1327,Louis Spohr,Symphony No. 1,03/03/1834,1834,London Philharmonic Society,London,
1328,Ludwig van Beethoven,Symphony No. 7 in A,03/03/1834,1834,London Philharmonic Society,London,
1329,Ludwig van Beethoven,Symphony No. 7 in A,17/03/1834,1834,London Philharmonic Society,London,
1330,Wolfgang Amadeus Mozart,Symphony in D,17/03/1834,1834,London Philharmonic Society,London,
1331,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),07/04/1834,1834,London Philharmonic Society,London,
1332,Joseph Haydn,Symphony No. 92 (the letter Q),07/04/1834,1834,London Philharmonic Society,London,
1333,Ludwig van Beethoven,Symphony No. 6 (Pastoral),21/04/1834,1834,London Philharmonic Society,London,
1334,Joseph Haydn,Symphony No. 88 (the letter V),21/04/1834,1834,London Philharmonic Society,London,
1335,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,05/05/1834,1834,London Philharmonic Society,London,
1336,Andreas Romberg,Symphony in D  ,05/05/1834,1834,London Philharmonic Society,London,
1337,Cipriani Potter,Symphony in G minor,19/05/1834,1834,London Philharmonic Society,London,
1338,Ludwig van Beethoven,Symphony No. 2 in D,19/05/1834,1834,London Philharmonic Society,London,
1339,Ludwig van Beethoven,Symphony No. 3 (Eroica),02/06/1834,1834,London Philharmonic Society,London,
1340,Felix Mendelssohn,Symphony No. 4 in A major (Italian),02/06/1834,1834,London Philharmonic Society,London,
1341,Joseph Haydn,Symphony No. 11,16/06/1834,1834,London Philharmonic Society,London,
1342,Ludwig van Beethoven,Symphony No. 5 in C minor,16/06/1834,1834,London Philharmonic Society,London,
1343,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),23/02/1835,1835,London Philharmonic Society,London,
1344,Wolfgang Amadeus Mozart,Symphony No. 7,23/02/1835,1835,London Philharmonic Society,London,
1345,Ludwig van Beethoven,Symphony No. 7 in A,09/03/1835,1835,London Philharmonic Society,London,
1346,Joseph Haydn,Symphony No. 5,09/03/1835,1835,London Philharmonic Society,London,
1347,Ludwig van Beethoven,Symphony No. 5 in C minor,23/03/1835,1835,London Philharmonic Society,London,
1348,Wolfgang Amadeus Mozart,Symphony in E flat,23/03/1835,1835,London Philharmonic Society,London,
1349,Ludwig Maurer,Unknown,06/04/1835,1835,London Philharmonic Society,London,
1350,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),06/04/1835,1835,London Philharmonic Society,London,
1351,Ludwig van Beethoven,Symphony No. 4 in B flat,27/04/1835,1835,London Philharmonic Society,London,
1352,Joseph Haydn,Symphony No. 8,27/04/1835,1835,London Philharmonic Society,London,
1353,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/05/1835,1835,London Philharmonic Society,London,
1354,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,11/05/1835,1835,London Philharmonic Society,London,
1355,Louis Spohr,Symphony in E flat,25/05.1835,1835,London Philharmonic Society,London,
1356,Ludwig van Beethoven,Symphony No. 2 in D,25/05/1835,1835,London Philharmonic Society,London,
1357,Ludwig van Beethoven,Symphony No. 3 (Eroica),08/06/1835,1835,London Philharmonic Society,London,
1358,Cipriani Potter,Unknown,08/06/1835,1835,London Philharmonic Society,London,Composed for this society.  
1359,Ludwig van Beethoven,Symphony No. 7 in A,22/02/1836,1836,London Philharmonic Society,London,
1360,Joseph Haydn,Symphony No. 9,22/02/1836,1836,London Philharmonic Society,London,
1361,Wolfgang Amadeus Mozart,Symphony No. 6 in C,07/03/1836,1836,London Philharmonic Society,London,
1362,Ludwig van Beethoven,Symphony No. 5 in C minor,07/03/1836,1836,London Philharmonic Society,London,
1363,Cipriani Potter,Symphony in D,21/03/1836,1836,London Philharmonic Society,London,
1364,Ludwig van Beethoven,Symphony No. 4 in B flat,21/03/1836,1836,London Philharmonic Society,London,
1365,Louis Spohr,Symphony No. 2,11/04/1836,1836,London Philharmonic Society,London,Composed for this society.  
1366,Joseph Haydn,Symphony No. 1,11/04/1836,1836,London Philharmonic Society,London,
1367,Franz Lachner,Symphony in E flat,25/04/1836,1836,London Philharmonic Society,London,
1368,Wolfgang Amadeus Mozart,Symphony in D,25/04/1836,1836,London Philharmonic Society,London,
1369,Ludwig van Beethoven,Symphony No. 6 (Pastoral),09/05/1836,1836,London Philharmonic Society,London,
1370,Joseph Haydn,Symphony No. 11,09/05/1836,1836,London Philharmonic Society,London,
1371,Ludwig van Beethoven,Symphony No. 3 (Eroica),23/05/1836,1836,London Philharmonic Society,London,
1372,Wolfgang Amadeus Mozart,Symphony in D,23/05/1836,1836,London Philharmonic Society,London,
1373,Ludwig van Beethoven,Symphony No. 8 in F,06/06/1836,1836,London Philharmonic Society,London,
1374,Wolfgang Amadeus Mozart,Symphony in E flat,06/06/1836,1836,London Philharmonic Society,London,
1375,George Onslow,Symphony in A  ,27/02/1837,1837,London Philharmonic Society,London,
1376,Ludwig van Beethoven,Symphony No. 2 in D,27/02/1837,1837,London Philharmonic Society,London,
1377,Wolfgang Amadeus Mozart,Symphony No. 6 in C,13/03/1837,1837,London Philharmonic Society,London,
1378,Joseph Haydn,Symphony No. 88 (the letter V),13/03/1837,1837,London Philharmonic Society,London,
1379,Ludwig van Beethoven,Symphony No. 7 in A,03/04/1837,1837,London Philharmonic Society,London,
1380,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,03/04/1837,1837,London Philharmonic Society,London,
1381,Ludwig van Beethoven,Symphony No. 9 (Choral),17/04/1837,1837,London Philharmonic Society,London,
1382,Wolfgang Amadeus Mozart,Symphony in E flat,01/05/1837,1837,London Philharmonic Society,London,
1383,Joseph Haydn,Symphony No. 3,01/05/1837,1837,London Philharmonic Society,London,
1384,Ludwig van Beethoven,Symphony No. 5 in C minor,15/05/1837,1837,London Philharmonic Society,London,
1385,Felix Mendelssohn,Symphony No. 4 in A major (Italian),15/05/1837,1837,London Philharmonic Society,London,
1386,Ludwig van Beethoven,Symphony No. 3 (Eroica),29/05/1837,1837,London Philharmonic Society,London,
1387,Joseph Haydn,Symphony in C,29/05/1837,1837,London Philharmonic Society,London,
1388,Ludwig van Beethoven,Symphony No. 6 (Pastoral),12/06/1837,1837,London Philharmonic Society,London,
1389,Louis Spohr,Symphony in E flat,12/06/1837,1837,London Philharmonic Society,London,
1390,Ludwig van Beethoven,Symphony No. 3 (Eroica),05/03/1838,1838,London Philharmonic Society,London,
1391,Wolfgang Amadeus Mozart,Symphony No. 6 in C,05/03/1838,1838,London Philharmonic Society,London,
1392,Ludwig van Beethoven,Symphony No. 8 in F,19/03/1838,1838,London Philharmonic Society,London,
1393,Joseph Haydn,Symphony No. 8,19/03/1838,1838,London Philharmonic Society,London,
1394,Étienne Méhul,Symphony No. 8,02/04/1838,1838,London Philharmonic Society,London,Composed for the Philharmonic Society
1395,Louis Spohr,Symphony No. 3,02/04/1838,1838,London Philharmonic Society,London,
1396,Ludwig van Beethoven,Symphony No. 9,23/04/1838,1838,London Philharmonic Society,London,
1397,Ludwig van Beethoven,Symphony No. 5 in C minor,07/05/1838,1838,London Philharmonic Society,London,
1398,Joseph Haydn,Symphony No. 7,07/05/1838,1838,London Philharmonic Society,London,
1399,Ludwig van Beethoven,Symphony No. 6 (Pastoral),21/05/1838,1838,London Philharmonic Society,London,
1400,Wolfgang Amadeus Mozart,Symphony in E flat,21/05/1838,1838,London Philharmonic Society,London,
1401,Louis Spohr,Symphony No. 4 in F (Die Weihe der Töne),04/06/1838,1838,London Philharmonic Society,London,
1402,Joseph Haydn,Symphony No. 88 (the letter V),04/06/1838,1838,London Philharmonic Society,London,
1403,Ludwig van Beethoven,Symphony No. 4 in B flat,18/06/1838,1838,London Philharmonic Society,London,
1404,Felix Mendelssohn,Symphony No. 4 in A major (Italian),18/06/1838,1838,London Philharmonic Society,London,Composed for this society.  
1405,Ludwig van Beethoven,Symphony No. 2 in D,04/03/1839,1839,London Philharmonic Society,London,
1406,Wolfgang Amadeus Mozart,Symphony No. 1 in C,04/03/1839,1839,London Philharmonic Society,London,
1407,Ludwig van Beethoven,Symphony No. 7 in A,18/03/1839,1839,London Philharmonic Society,London,
1408,Joseph Haydn,Symphony No. 91 (The letter T),18/03/1839,1839,London Philharmonic Society,London,
1409,Joseph Haydn,Symphony No. 7,08/04/1839,1839,London Philharmonic Society,London,
1410,Ludwig van Beethoven,Symphony No. 5 in C minor,08/04/1839,1839,London Philharmonic Society,London,
1411,Wolfgang Amadeus Mozart,Symphony No. 5 in D,22/04/1839,1839,London Philharmonic Society,London,
1412,Ludwig van Beethoven,Symphony No. 3 (Eroica),22/04/1839,1839,London Philharmonic Society,London,
1413,Louis Spohr,Symphony No. 1 in E flat,06/05/1839,1839,London Philharmonic Society,London,
1414,Ludwig van Beethoven,Symphony No. 6 (Pastoral),20/05/1839,1839,London Philharmonic Society,London,
1415,Wolfgang Amadeus Mozart,Symphony in E flat,20/05/1839,1839,London Philharmonic Society,London,
1416,Wolfgang Amadeus Mozart,Symphony No. 6 in C,03/06/1839,1839,London Philharmonic Society,London,
1417,Joseph Haydn,Symphony No. 9,03/06/1839,1839,London Philharmonic Society,London,
1418,Louis Spohr,Symphony No. 3,17/06/1839,1839,London Philharmonic Society,London,
1419,Ludwig van Beethoven,Symphony No. 4 in B flat,17/06/1839,1839,London Philharmonic Society,London,
1420,Louis Spohr,Symphony No. 5,09/03/1840,1840,London Philharmonic Society,London,First time of performance
1421,Ludwig van Beethoven,Symphony No. 1,09/03/1840,1840,London Philharmonic Society,London,
1422,Ludwig van Beethoven,Symphony No. 7,23/03/1840,1840,London Philharmonic Society,London,
1423,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,23/03/1840,1840,London Philharmonic Society,London,
1424,Louis Spohr,Symphony No. 6 (Historical),06/04/1840,1840,London Philharmonic Society,London,
1425,Ludwig van Beethoven,Symphony No. 8 in F,06/04/1840,1840,London Philharmonic Society,London,
1426,Ludwig van Beethoven,Symphony No. 5 in C minor,27/04/1840,1840,London Philharmonic Society,London,
1427,Joseph Haydn,Symphony No. 100 (Military),27/04/1840,1840,London Philharmonic Society,London,
1428,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/05/1840,1840,London Philharmonic Society,London,
1429,Wolfgang Amadeus Mozart,Symphony No. 6,11/05/1840,1840,London Philharmonic Society,London,
1430,Ludwig van Beethoven,Symphony No. 3 (Eroica),25/05/1840,1840,London Philharmonic Society,London,
1431,Wolfgang Amadeus Mozart,Symphony in D,25/05/1840,1840,London Philharmonic Society,London,
1432,Joseph Strauss,Symphony in E flat,08/06/1840,1840,London Philharmonic Society,London,
1433,Ludwig van Beethoven,Symphony No. 4 in B flat,08/06/1840,1840,London Philharmonic Society,London,
1434,Wolfgang Amadeus Mozart,Symphony in E flat,22/06/1840,1840,London Philharmonic Society,London,
1435,Ludwig van Beethoven,Symphony No. 2 in D,22/06/1840,1840,London Philharmonic Society,London,
1436,Joseph Haydn,Symphony No. 4,01/03/1841,1841,London Philharmonic Society,London,
1437,Ludwig van Beethoven,Symphony No. 7 in A,01/03/1841,1841,London Philharmonic Society,London,
1438,Ferdinand Ries,Symphony No. 4 in F,15/03/1841,1841,London Philharmonic Society,London,
1439,Joseph Haydn,Symphony No. 5,29/03/1841,1841,London Philharmonic Society,London,
1440,Wolfgang Amadeus Mozart,Symphony in C,29/03/1841,1841,London Philharmonic Society,London,
1441,Ludwig van Beethoven,Symphony No. 4 in B flat,19/04/1841,1841,London Philharmonic Society,London,
1442,Ludwig van Beethoven,Symphony No. 9 (Choral),03/05/1841,1841,London Philharmonic Society,London,
1443,Joseph Haydn,Symphony No. 91 (The letter T),17/05/1841,1841,London Philharmonic Society,London,
1444,Ludwig van Beethoven,Symphony No. 5 in C minor,17/05/1841,1841,London Philharmonic Society,London,
1445,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,31/05/1841,1841,London Philharmonic Society,London,
1446,Ludwig van Beethoven,Symphony No. 6 (Pastoral),31/05/1841,1841,London Philharmonic Society,London,
1447,Ludwig van Beethoven,Symphony No. 2 in D,14/06/1841,1841,London Philharmonic Society,London,
1448,Joseph Haydn,Symphony No. 8,14/06/1841,1841,London Philharmonic Society,London,
1449,Andreas Romberg,Symphony in D,14/03/1842,1842,London Philharmonic Society,London,
1450,Ludwig van Beethoven,Symphony No. 4,14/03/1842,1842,London Philharmonic Society,London,
1451,Joseph Haydn,Symphony No. 92 (the letter Q),04/04/1842,1842,London Philharmonic Society,London,
1452,Wolfgang Amadeus Mozart,Symphony No. 6,04/04/1842,1842,London Philharmonic Society,London,
1453,Louis Spohr,Symphony No. 2 in D minor,18/04/1842,1842,London Philharmonic Society,London,
1454,Ludwig van Beethoven,Symphony No. 7 in A,18/04/1842,1842,London Philharmonic Society,London,
1455,Joseph Haydn,Symphony in D,02/05/1842,1842,London Philharmonic Society,London,
1456,Ludwig van Beethoven,Symphony No. 8 in F,02/05/1842,1842,London Philharmonic Society,London,
1457,Bernhard Molique,Symphony in D,16/05/1842,1842,London Philharmonic Society,London,First time of performance
1458,Ludwig van Beethoven,Symphony No. 6 (Pastoral),16/05/1842,1842,London Philharmonic Society,London,
1459,Louis Spohr,Symphony No. 7 (Irdisches und Göttliches im Menschenleben),30/05/1842,1842,London Philharmonic Society,London,First time of performance in this country
1460,Wolfgang Amadeus Mozart,Symphony No. 2 in D,30/05/1842,1842,London Philharmonic Society,London,
1461,Joseph Haydn,Symphony No. 11 in D,13/06/1842,1842,London Philharmonic Society,London,
1462,Felix Mendelssohn,Symphony No. 3 (Scotch),13/06/1842,1842,London Philharmonic Society,London,
1463,Wolfgang Amadeus Mozart,Symphony in E flat,27/06/1842,1842,London Philharmonic Society,London,
1464,Ludwig van Beethoven,Symphony No. 5,27/06/1842,1842,London Philharmonic Society,London,
1465,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,20/03/1843,1843,London Philharmonic Society,London,
